#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A35D04
#Date Time: 2023-02-08 21:25:52.596
#Sample rate: 160000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 5.6311 V Hyst.: Auto HoldOff: 100 ns
#Channel 1: Range: 50 mV/div Offset: -5.77445 V Attenuation: 1 X Sample Mode: Average

Time (s),Channel 1 (V)
-0.02559774305555556,5.607728371372634
-0.02559149305555555,5.607728371372634
-0.02558524305555555,5.607728371372634
-0.02557899305555555,5.607396957441333
-0.02557274305555556,5.607396957441333
-0.02556649305555556,5.607728371372634
-0.02556024305555555,5.607728371372634
-0.02555399305555555,5.607396957441333
-0.02554774305555555,5.607728371372634
-0.02554149305555556,5.607728371372634
-0.02553524305555556,5.607396957441333
-0.02552899305555555,5.607728371372634
-0.02552274305555555,5.607728371372634
-0.02551649305555555,5.607065543510033
-0.02551024305555556,5.607396957441333
-0.02550399305555556,5.607396957441333
-0.02549774305555555,5.607728371372634
-0.02549149305555555,5.607728371372634
-0.02548524305555555,5.607728371372634
-0.02547899305555556,5.607396957441333
-0.02547274305555556,5.607728371372634
-0.02546649305555555,5.607728371372634
-0.02546024305555555,5.607396957441333
-0.02545399305555555,5.607728371372634
-0.02544774305555556,5.607396957441333
-0.02544149305555556,5.607396957441333
-0.02543524305555555,5.607728371372634
-0.02542899305555555,5.607396957441333
-0.02542274305555555,5.607396957441333
-0.02541649305555556,5.607728371372634
-0.02541024305555556,5.607396957441333
-0.02540399305555555,5.607396957441333
-0.02539774305555555,5.607396957441333
-0.02539149305555555,5.607396957441333
-0.02538524305555555,5.607396957441333
-0.02537899305555556,5.607396957441333
-0.02537274305555556,5.607065543510033
-0.02536649305555555,5.607396957441333
-0.02536024305555555,5.607065543510033
-0.02535399305555555,5.607396957441333
-0.02534774305555556,5.607396957441333
-0.02534149305555556,5.607728371372634
-0.02533524305555555,5.607728371372634
-0.02532899305555555,5.607396957441333
-0.02532274305555555,5.607396957441333
-0.02531649305555556,5.607396957441333
-0.02531024305555556,5.607728371372634
-0.02530399305555555,5.607728371372634
-0.02529774305555555,5.607728371372634
-0.02529149305555555,5.607728371372634
-0.02528524305555556,5.607728371372634
-0.02527899305555556,5.607728371372634
-0.02527274305555555,5.607396957441333
-0.02526649305555555,5.607728371372634
-0.02526024305555555,5.607728371372634
-0.02525399305555556,5.607396957441333
-0.02524774305555556,5.607728371372634
-0.02524149305555555,5.607728371372634
-0.02523524305555555,5.607728371372634
-0.02522899305555555,5.607396957441333
-0.02522274305555556,5.607728371372634
-0.02521649305555556,5.607396957441333
-0.02521024305555555,5.607728371372634
-0.02520399305555555,5.607728371372634
-0.02519774305555555,5.607396957441333
-0.02519149305555556,5.607728371372634
-0.02518524305555556,5.607728371372634
-0.02517899305555555,5.607728371372634
-0.02517274305555555,5.607728371372634
-0.02516649305555555,5.607728371372634
-0.02516024305555556,5.607396957441333
-0.02515399305555556,5.607728371372634
-0.02514774305555555,5.607728371372634
-0.02514149305555555,5.607728371372634
-0.02513524305555555,5.607396957441333
-0.02512899305555556,5.607728371372634
-0.02512274305555556,5.607396957441333
-0.02511649305555555,5.607728371372634
-0.02511024305555555,5.607396957441333
-0.02510399305555555,5.607728371372634
-0.02509774305555556,5.607396957441333
-0.02509149305555556,5.607728371372634
-0.02508524305555555,5.607728371372634
-0.02507899305555555,5.607728371372634
-0.02507274305555555,5.607396957441333
-0.02506649305555556,5.607728371372634
-0.02506024305555556,5.607728371372634
-0.02505399305555555,5.607728371372634
-0.02504774305555555,5.607396957441333
-0.02504149305555555,5.607396957441333
-0.02503524305555556,5.607396957441333
-0.02502899305555556,5.608059785303935
-0.02502274305555555,5.607396957441333
-0.02501649305555555,5.607728371372634
-0.02501024305555555,5.607396957441333
-0.02500399305555556,5.607396957441333
-0.02499774305555556,5.607396957441333
-0.02499149305555555,5.607396957441333
-0.02498524305555555,5.607396957441333
-0.02497899305555555,5.607396957441333
-0.02497274305555556,5.607396957441333
-0.02496649305555556,5.607728371372634
-0.02496024305555555,5.607396957441333
-0.02495399305555555,5.607396957441333
-0.02494774305555555,5.607396957441333
-0.02494149305555556,5.607396957441333
-0.02493524305555556,5.607065543510033
-0.02492899305555555,5.607396957441333
-0.02492274305555555,5.607065543510033
-0.02491649305555555,5.607728371372634
-0.02491024305555556,5.607396957441333
-0.02490399305555556,5.607396957441333
-0.02489774305555555,5.607396957441333
-0.02489149305555555,5.607396957441333
-0.02488524305555555,5.607396957441333
-0.02487899305555556,5.607396957441333
-0.02487274305555556,5.607396957441333
-0.02486649305555555,5.607396957441333
-0.02486024305555555,5.607396957441333
-0.02485399305555555,5.607396957441333
-0.02484774305555556,5.607396957441333
-0.02484149305555556,5.607396957441333
-0.02483524305555555,5.607065543510033
-0.02482899305555555,5.607396957441333
-0.02482274305555555,5.607396957441333
-0.02481649305555556,5.607396957441333
-0.02481024305555556,5.607396957441333
-0.02480399305555555,5.607396957441333
-0.02479774305555555,5.606734129578732
-0.02479149305555555,5.607728371372634
-0.02478524305555556,5.607396957441333
-0.02477899305555556,5.607065543510033
-0.02477274305555555,5.607396957441333
-0.02476649305555555,5.607396957441333
-0.02476024305555555,5.607396957441333
-0.02475399305555556,5.607065543510033
-0.02474774305555556,5.607396957441333
-0.02474149305555555,5.607728371372634
-0.02473524305555555,5.607065543510033
-0.02472899305555555,5.607065543510033
-0.02472274305555556,5.607065543510033
-0.02471649305555556,5.607396957441333
-0.02471024305555555,5.607396957441333
