#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A35D04
#Date Time: 2023-02-08 21:38:35.506
#Sample rate: 160000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 4.40395 V Hyst.: Auto HoldOff: 100 ns
#Channel 1: Range: 100 mV/div Offset: -4.393 V Attenuation: 1 X Sample Mode: Average

Time (s),Channel 1 (V)
-0.02559879807692308,4.422007609367233
-0.02559254807692308,4.417367814329024
-0.02558629807692308,4.418693470054226
-0.02558004807692308,4.421676195435932
-0.02557379807692308,4.41537933074122
-0.02556754807692308,4.42068195364203
-0.02556129807692308,4.420350539710728
-0.02555504807692308,4.417036400397723
-0.02554879807692308,4.419687711848129
-0.02554254807692308,4.420019125779429
-0.02553629807692308,4.417036400397723
-0.02553004807692308,4.421676195435931
-0.02552379807692308,4.419024883985527
-0.02551754807692308,4.416373572535122
-0.02551129807692308,4.422339023298534
-0.02550504807692308,4.418693470054226
-0.02549879807692308,4.417036400397725
-0.02549254807692308,4.421676195435932
-0.02548629807692308,4.417699228260324
-0.02548004807692308,4.417367814329023
-0.02547379807692308,4.423001851161136
-0.02546754807692308,4.416373572535123
-0.02546129807692308,4.418693470054226
-0.02545504807692308,4.421676195435932
-0.02544879807692308,4.417699228260324
-0.02544254807692308,4.419356297916828
-0.02543629807692308,4.421676195435929
-0.02543004807692308,4.41571074467252
-0.02542379807692308,4.421344781504632
-0.02541754807692308,4.420019125779429
-0.02541129807692308,4.416042158603821
-0.02540504807692308,4.42068195364203
-0.02539879807692308,4.420019125779429
-0.02539254807692308,4.416373572535122
-0.02538629807692308,4.422007609367233
-0.02538004807692308,4.418693470054226
-0.02537379807692308,4.416373572535123
-0.02536754807692308,4.422670437229835
-0.02536129807692308,4.418030642191625
-0.02535504807692308,4.417036400397723
-0.02534879807692308,4.421676195435932
-0.02534254807692308,4.417036400397725
-0.02533629807692308,4.417367814329023
-0.02533004807692308,4.423333265092436
-0.02532379807692308,4.416042158603821
-0.02531754807692308,4.418362056122926
-0.02531129807692308,4.422007609367231
-0.02530504807692308,4.417367814329023
-0.02529879807692308,4.419356297916828
-0.02529254807692308,4.421344781504632
-0.02528629807692308,4.41571074467252
-0.02528004807692308,4.421344781504629
-0.02527379807692308,4.420019125779429
-0.02526754807692308,4.41571074467252
-0.02526129807692308,4.42068195364203
-0.02525504807692308,4.419356297916828
-0.02524879807692308,4.416373572535123
-0.02524254807692308,4.422339023298534
-0.02523629807692308,4.418030642191625
-0.02523004807692308,4.417036400397723
-0.02522379807692308,4.422339023298534
-0.02521754807692308,4.418030642191627
-0.02521129807692308,4.418030642191625
-0.02520504807692308,4.421013367573331
-0.02519879807692308,4.417036400397723
-0.02519254807692308,4.417699228260324
-0.02518629807692308,4.422339023298532
-0.02518004807692308,4.416042158603821
-0.02517379807692308,4.419024883985527
-0.02516754807692308,4.421676195435932
-0.02516129807692308,4.417367814329023
-0.02515504807692308,4.419687711848128
-0.02514879807692308,4.421344781504632
-0.02514254807692308,4.41537933074122
-0.02513629807692308,4.421676195435932
-0.02513004807692308,4.419356297916828
-0.02512379807692308,4.416042158603823
-0.02511754807692308,4.421013367573331
-0.02511129807692308,4.419024883985527
-0.02510504807692308,4.416373572535122
-0.02509879807692308,4.422670437229835
-0.02509254807692308,4.417699228260327
-0.02508629807692308,4.417367814329023
-0.02508004807692308,4.422670437229835
-0.02507379807692308,4.418362056122926
-0.02506754807692308,4.417699228260324
-0.02506129807692308,4.42134478150463
-0.02505504807692308,4.417367814329023
-0.02504879807692308,4.418030642191625
-0.02504254807692308,4.422670437229835
-0.02503629807692308,4.416042158603821
-0.02503004807692308,4.419687711848129
-0.02502379807692308,4.421344781504632
-0.02501754807692308,4.417367814329023
-0.02501129807692308,4.420019125779429
-0.02500504807692308,4.42068195364203
-0.02499879807692308,4.41571074467252
-0.02499254807692308,4.422007609367233
-0.02498629807692308,4.419356297916828
-0.02498004807692308,4.416042158603821
-0.02497379807692308,4.421013367573331
-0.02496754807692308,4.419024883985527
-0.02496129807692308,4.416373572535122
-0.02495504807692308,4.422670437229835
-0.02494879807692308,4.417367814329023
-0.02494254807692308,4.417699228260324
-0.02493629807692308,4.422339023298534
-0.02493004807692308,4.418030642191625
-0.02492379807692308,4.418030642191625
-0.02491754807692308,4.421676195435932
-0.02491129807692308,4.416373572535122
-0.02490504807692308,4.419024883985527
-0.02489879807692308,4.42200760936723
-0.02489254807692308,4.41571074467252
-0.02488629807692308,4.419687711848129
-0.02488004807692308,4.421013367573331
-0.02487379807692308,4.417036400397723
-0.02486754807692308,4.420350539710729
-0.02486129807692308,4.42068195364203
-0.02485504807692308,4.41571074467252
-0.02484879807692308,4.422007609367233
-0.02484254807692308,4.419024883985527
-0.02483629807692308,4.416373572535123
-0.02483004807692308,4.421013367573331
-0.02482379807692308,4.418362056122926
-0.02481754807692308,4.416704986466423
-0.02481129807692308,4.423001851161136
-0.02480504807692308,4.416704986466423
-0.02479879807692308,4.418030642191625
-0.02479254807692308,4.422339023298534
-0.02478629807692308,4.417699228260324
-0.02478004807692308,4.418362056122926
-0.02477379807692308,4.42200760936723
-0.02476754807692308,4.416042158603821
-0.02476129807692308,4.419356297916828
-0.02475504807692308,4.421676195435932
-0.02474879807692308,4.41571074467252
-0.02474254807692308,4.420019125779429
-0.02473629807692308,4.42068195364203
-0.02473004807692308,4.417036400397723
-0.02472379807692308,4.42068195364203
-0.02471754807692308,4.420350539710729
-0.02471129807692308,4.416042158603823
