#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A35D04
#Date Time: 2023-02-22 20:11:34.744
#Sample rate: 160000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 5.59167 V Hyst.: Auto HoldOff: 100 ns
#Channel 1: Range: 100 mV/div Offset: -5.5731 V Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 100 mV/div Offset: -4.3874 V Attenuation: 1 X Sample Mode: Average

Time (s),Channel 1 (V),Channel 2 (V)
-0.02489991883116883,5.587512121563294,4.394567408706943
-0.02489366883116883,5.589832019082397,4.400558385050277
-0.02488741883116883,5.588837777288496,4.397895728897683
-0.02488116883116883,5.5911576748076,4.402555377164722
-0.02487491883116883,5.589832019082397,4.399559888993054
-0.02486866883116883,5.589500605151096,4.39922705697398
-0.02486241883116883,5.590163433013698,4.399892721012129
-0.02485616883116883,5.586849293700691,4.391571920535272
-0.02484991883116883,5.5908262608763,4.403221041202871
-0.02484366883116883,5.5911576748076,4.404552369279168
-0.02483741883116883,5.589169191219797,4.398228560916759
-0.02483116883116883,5.5911576748076,4.401556881107499
-0.02482491883116883,5.589500605151096,4.39922705697398
-0.02481866883116883,5.587512121563293,4.395565904764164
-0.02481241883116883,5.590163433013698,4.399892721012129
-0.02480616883116883,5.590494846944998,4.401889713126572
-0.02479991883116883,5.588837777288496,4.397562896878608
-0.02479366883116883,5.589169191219796,4.397895728897683
-0.02478741883116883,5.589169191219796,4.397895728897683
-0.02478116883116883,5.588837777288496,4.397562896878608
-0.02477491883116883,5.589500605151096,4.398561392935831
-0.02476866883116883,5.589832019082397,4.39922705697398
-0.02476241883116883,5.589832019082397,4.399559888993054
-0.02475616883116883,5.589169191219796,4.398561392935831
-0.02474991883116883,5.589500605151096,4.398228560916757
-0.02474366883116883,5.589832019082397,4.398894224954906
-0.02473741883116883,5.589832019082397,4.399559888993054
-0.02473116883116883,5.589832019082397,4.399559888993054
-0.02472491883116883,5.590163433013698,4.399559888993054
-0.02471866883116883,5.589169191219796,4.398561392935831
-0.02471241883116883,5.590163433013698,4.399559888993054
-0.02470616883116883,5.589832019082397,4.398894224954906
-0.02469991883116883,5.589500605151096,4.39922705697398
-0.02469366883116883,5.590163433013698,4.399559888993054
-0.02468741883116883,5.589169191219796,4.39922705697398
-0.02468116883116883,5.590163433013698,4.399559888993053
-0.02467491883116883,5.589500605151096,4.398561392935831
-0.02466866883116883,5.588837777288496,4.398561392935831
-0.02466241883116883,5.590494846944999,4.400558385050277
-0.02465616883116883,5.589500605151096,4.398561392935831
-0.02464991883116883,5.589169191219797,4.398561392935832
-0.02464366883116883,5.590163433013698,4.399892721012129
-0.02463741883116883,5.589169191219796,4.398561392935831
-0.02463116883116883,5.590163433013698,4.399559888993054
-0.02462491883116883,5.589500605151096,4.39922705697398
-0.02461866883116883,5.589500605151096,4.39922705697398
-0.02461241883116883,5.589832019082397,4.399559888993054
-0.02460616883116883,5.589169191219796,4.397895728897683
-0.02459991883116883,5.589500605151096,4.398561392935831
-0.02459366883116883,5.589832019082397,4.398561392935831
-0.02458741883116883,5.589169191219796,4.39922705697398
-0.02458116883116883,5.590494846944999,4.399559888993054
-0.02457491883116883,5.589500605151096,4.398894224954906
-0.02456866883116883,5.589169191219796,4.398561392935831
-0.02456241883116883,5.590163433013698,4.399892721012129
-0.02455616883116883,5.589169191219797,4.398228560916758
-0.02454991883116883,5.589832019082397,4.398894224954906
-0.02454366883116883,5.589500605151096,4.399559888993054
-0.02453741883116883,5.589500605151096,4.398894224954906
-0.02453116883116883,5.589500605151096,4.398561392935831
-0.02452491883116883,5.589500605151096,4.39922705697398
-0.02451866883116883,5.589500605151096,4.398894224954906
-0.02451241883116883,5.589832019082397,4.39922705697398
-0.02450616883116883,5.589832019082397,4.398894224954906
-0.02449991883116883,5.589500605151096,4.39922705697398
-0.02449366883116883,5.589500605151096,4.399559888993054
-0.02448741883116883,5.589832019082397,4.398561392935831
-0.02448116883116883,5.589500605151096,4.398894224954906
-0.02447491883116883,5.589500605151096,4.399559888993054
-0.02446866883116883,5.589832019082397,4.398894224954906
-0.02446241883116883,5.588506363357196,4.398561392935831
-0.02445616883116883,5.590494846944999,4.399892721012129
-0.02444991883116883,5.589169191219796,4.398561392935831
-0.02444366883116883,5.590163433013698,4.399892721012129
-0.02443741883116883,5.589500605151096,4.398561392935831
-0.02443116883116883,5.589169191219796,4.398561392935831
-0.02442491883116883,5.589500605151096,4.399892721012129
-0.02441866883116883,5.589832019082397,4.39922705697398
-0.02441241883116883,5.589169191219796,4.398561392935831
-0.02440616883116883,5.589500605151096,4.398894224954906
-0.02439991883116883,5.589500605151096,4.398894224954906
-0.02439366883116883,5.589500605151096,4.39922705697398
-0.02438741883116883,5.589832019082397,4.398894224954906
-0.02438116883116883,5.589169191219796,4.397562896878608
-0.02437491883116883,5.589500605151096,4.398894224954906
-0.02436866883116883,5.589500605151096,4.398561392935831
-0.02436241883116883,5.589169191219796,4.398228560916757
-0.02435616883116883,5.590494846944999,4.400225553031203
-0.02434991883116883,5.589832019082397,4.399892721012129
-0.02434366883116883,5.589832019082397,4.399559888993054
-0.02433741883116883,5.589500605151096,4.398228560916758
-0.02433116883116883,5.589169191219796,4.397562896878608
-0.02432491883116883,5.589500605151096,4.398894224954906
-0.02431866883116883,5.589500605151096,4.398894224954906
-0.02431241883116883,5.589500605151096,4.398561392935831
-0.02430616883116883,5.589169191219796,4.398561392935831
-0.02429991883116883,5.589500605151096,4.398561392935831
-0.02429366883116883,5.589832019082397,4.39922705697398
-0.02428741883116883,5.590163433013698,4.399892721012129
-0.02428116883116883,5.590163433013698,4.39922705697398
-0.02427491883116883,5.589169191219797,4.398894224954906
-0.02426866883116883,5.589500605151096,4.398561392935831
-0.02426241883116883,5.589500605151096,4.398894224954906
-0.02425616883116883,5.589500605151096,4.39922705697398
-0.02424991883116883,5.589832019082397,4.399559888993054
-0.02424366883116883,5.589832019082397,4.39922705697398
-0.02423741883116883,5.589169191219796,4.398894224954906
-0.02423116883116883,5.589832019082397,4.398894224954906
-0.02422491883116883,5.589169191219796,4.398894224954906
-0.02421866883116883,5.589500605151096,4.39922705697398
-0.02421241883116883,5.589832019082397,4.39922705697398
-0.02420616883116883,5.589169191219796,4.398561392935831
-0.02419991883116883,5.589500605151096,4.397562896878608
-0.02419366883116883,5.588837777288496,4.397562896878608
-0.02418741883116883,5.589832019082397,4.400225553031203
-0.02418116883116883,5.589500605151096,4.398228560916757
-0.02417491883116883,5.589832019082398,4.400225553031204
-0.02416866883116883,5.5908262608763,4.402222545145648
-0.02416241883116883,5.588506363357195,4.396564400821386
-0.02415616883116883,5.589500605151096,4.398228560916757
-0.02414991883116883,5.590494846944999,4.401556881107499
-0.02414366883116883,5.590163433013698,4.401889713126573
-0.02413741883116883,5.589832019082397,4.399559888993054
-0.02413116883116883,5.590163433013698,4.398894224954906
-0.02412491883116883,5.588506363357195,4.39689723284046
-0.02411866883116883,5.5908262608763,4.403553873221945
-0.02411241883116883,5.590494846944999,4.402222545145646
-0.02410616883116883,5.590163433013698,4.398561392935831
-0.02409991883116883,5.588837777288496,4.396564400821386
-0.02409366883116883,5.588506363357195,4.398228560916757
-0.02408741883116883,5.589500605151096,4.400558385050277
-0.02408116883116883,5.589832019082396,4.39856139293583
-0.02407491883116883,5.588837777288496,4.396231568802311
-0.02406866883116883,5.588174949425894,4.395898736783237
-0.02406241883116883,5.588837777288496,4.398894224954906
-0.02405616883116883,5.590494846944999,4.401224049088425
-0.02404991883116883,5.589500605151096,4.398228560916757
-0.02404366883116883,5.590163433013698,4.398228560916757
-0.02403741883116883,5.588174949425894,4.395898736783237
-0.02403116883116883,5.590163433013698,4.401556881107499
-0.02402491883116883,5.5908262608763,4.402555377164722
-0.02401866883116883,5.590494846944999,4.400891217069351
-0.02401241883116883,5.5908262608763,4.399892721012129
-0.02400616883116883,5.588506363357195,4.397895728897683
-0.02399991883116883,5.589832019082397,4.401224049088425
-0.02399366883116883,5.589832019082397,4.399559888993054
-0.02398741883116883,5.589832019082396,4.398894224954904
-0.02398116883116883,5.588174949425894,4.395565904764164
-0.02397491883116883,5.588837777288496,4.397895728897683
-0.02396866883116883,5.589500605151096,4.399559888993054
-0.02396241883116883,5.590163433013698,4.39922705697398
-0.02395616883116883,5.590826260876299,4.400558385050276
-0.02394991883116883,5.588506363357195,4.398228560916757
-0.02394366883116883,5.590494846944999,4.400225553031203
-0.02393741883116883,5.589169191219796,4.398228560916757
-0.02393116883116883,5.590163433013698,4.399559888993054
-0.02392491883116883,5.589832019082397,4.398894224954906
-0.02391866883116883,5.589169191219796,4.398894224954906
-0.02391241883116883,5.590494846944999,4.400891217069351
-0.02390616883116883,5.588837777288496,4.397230064859534
-0.02389991883116883,5.589832019082397,4.399892721012129
-0.02389366883116883,5.589169191219796,4.398894224954907
-0.02388741883116883,5.589832019082397,4.400891217069351
-0.02388116883116883,5.589500605151096,4.398894224954906
-0.02387491883116883,5.589169191219796,4.398894224954906
-0.02386866883116883,5.589832019082397,4.399892721012129
-0.02386241883116883,5.589500605151096,4.399559888993054
-0.02385616883116883,5.590163433013698,4.400225553031203
-0.02384991883116883,5.589500605151096,4.398894224954906
-0.02384366883116883,5.590163433013698,4.400225553031203
-0.02383741883116883,5.589832019082397,4.399559888993054
-0.02383116883116883,5.589500605151096,4.399559888993054
-0.02382491883116883,5.589832019082397,4.39922705697398
-0.02381866883116883,5.589500605151096,4.39922705697398
-0.02381241883116883,5.590163433013698,4.399892721012129
-0.02380616883116883,5.589500605151096,4.398894224954906
-0.02379991883116883,5.589832019082397,4.400225553031202
-0.02379366883116883,5.589500605151096,4.398894224954906
-0.02378741883116883,5.589832019082397,4.399892721012129
-0.02378116883116883,5.589832019082397,4.39922705697398
-0.02377491883116883,5.589169191219796,4.398894224954906
-0.02376866883116883,5.590494846944998,4.400225553031202
-0.02376241883116883,5.589500605151096,4.39922705697398
-0.02375616883116883,5.589832019082397,4.39922705697398
-0.02374991883116883,5.589832019082397,4.39922705697398
-0.02374366883116883,5.589500605151096,4.39922705697398
-0.02373741883116883,5.589832019082397,4.399892721012129
-0.02373116883116883,5.589500605151096,4.398894224954906
-0.02372491883116883,5.589832019082397,4.39922705697398
-0.02371866883116883,5.589500605151096,4.398894224954906
-0.02371241883116883,5.590163433013698,4.399892721012129
-0.02370616883116883,5.589169191219797,4.39922705697398
-0.02369991883116883,5.589169191219796,4.398894224954906
-0.02369366883116883,5.589832019082397,4.398894224954906
-0.02368741883116883,5.589500605151096,4.398894224954906
-0.02368116883116883,5.590163433013698,4.399892721012129
-0.02367491883116883,5.589500605151096,4.399559888993054
-0.02366866883116883,5.589832019082397,4.400225553031203
-0.02366241883116883,5.589832019082397,4.398561392935831
-0.02365616883116883,5.589500605151096,4.399559888993054
-0.02364991883116883,5.590163433013698,4.400558385050277
-0.02364366883116883,5.589832019082397,4.399227056973981
-0.02363741883116883,5.589500605151096,4.398228560916757
-0.02363116883116883,5.589500605151096,4.398894224954906
-0.02362491883116883,5.589832019082397,4.399559888993054
-0.02361866883116883,5.589500605151096,4.399892721012129
-0.02361241883116883,5.589832019082397,4.39922705697398
-0.02360616883116883,5.589500605151096,4.398561392935831
-0.02359991883116883,5.589832019082397,4.400225553031203
-0.02359366883116883,5.590163433013698,4.400225553031203
-0.02358741883116883,5.589500605151096,4.399559888993054
-0.02358116883116883,5.590163433013698,4.399559888993054
-0.02357491883116883,5.589500605151096,4.399559888993054
-0.02356866883116883,5.590163433013698,4.400891217069351
-0.02356241883116883,5.590163433013698,4.399892721012129
-0.02355616883116883,5.589169191219796,4.397895728897683
-0.02354991883116883,5.589500605151096,4.398561392935831
-0.02354366883116883,5.590163433013698,4.400558385050277
-0.02353741883116883,5.589500605151096,4.400225553031203
-0.02353116883116883,5.589832019082397,4.400225553031203
-0.02352491883116883,5.589169191219796,4.397230064859534
-0.02351866883116883,5.590163433013697,4.400225553031201
-0.02351241883116883,5.589500605151096,4.400558385050277
-0.02350616883116883,5.589832019082397,4.399892721012129
-0.02349991883116883,5.589500605151096,4.398561392935831
-0.02349366883116883,5.589500605151096,4.398228560916757
-0.02348741883116883,5.590163433013698,4.400558385050276
-0.02348116883116883,5.589832019082397,4.400225553031203
-0.02347491883116883,5.590163433013698,4.399892721012129
-0.02346866883116883,5.589169191219796,4.397562896878608
-0.02346241883116883,5.589832019082397,4.400225553031203
-0.02345616883116883,5.590163433013698,4.399892721012129
-0.02344991883116883,5.590163433013698,4.399892721012129
-0.02344366883116883,5.589832019082397,4.398228560916757
-0.02343741883116883,5.589169191219796,4.397895728897683
-0.02343116883116883,5.590494846944999,4.401889713126574
-0.02342491883116883,5.589500605151096,4.399559888993054
-0.02341866883116883,5.589500605151096,4.398894224954906
-0.02341241883116883,5.589500605151096,4.397895728897683
-0.02340616883116883,5.589832019082397,4.400558385050277
-0.02339991883116883,5.589832019082397,4.400225553031203
-0.02339366883116883,5.590163433013698,4.399892721012129
-0.02338741883116883,5.589500605151096,4.397562896878609
-0.02338116883116883,5.589169191219796,4.398894224954906
-0.02337491883116883,5.590163433013698,4.401224049088425
-0.02336866883116883,5.588837777288496,4.398894224954906
-0.02336241883116883,5.590163433013698,4.399892721012129
-0.02335616883116883,5.588506363357196,4.396564400821388
-0.02334991883116883,5.590494846944999,4.401889713126574
-0.02334366883116883,5.589500605151096,4.399892721012129
-0.02333741883116883,5.589832019082397,4.39922705697398
-0.02333116883116883,5.589832019082397,4.398561392935831
-0.02332491883116883,5.589500605151096,4.400225553031203
-0.02331866883116883,5.589832019082397,4.400558385050277
-0.02331241883116883,5.589832019082397,4.399559888993054
-0.02330616883116883,5.589832019082397,4.399559888993054
-0.02329991883116883,5.588837777288496,4.398561392935831
-0.02329366883116883,5.590826260876299,4.402222545145646
-0.02328741883116883,5.588837777288496,4.398561392935831
-0.02328116883116883,5.589500605151096,4.398894224954906
-0.02327491883116883,5.589500605151096,4.398228560916757
-0.02326866883116883,5.589500605151096,4.400558385050277
-0.02326241883116883,5.590494846944998,4.401224049088423
-0.02325616883116883,5.589169191219796,4.397562896878608
-0.02324991883116883,5.589832019082397,4.398894224954906
-0.02324366883116883,5.588837777288496,4.398228560916757
-0.02323741883116883,5.5908262608763,4.402222545145648
-0.02323116883116883,5.589832019082397,4.398894224954906
-0.02322491883116883,5.589500605151096,4.398894224954906
-0.02321866883116883,5.589832019082397,4.397895728897683
-0.02321241883116883,5.589832019082397,4.400558385050277
-0.02320616883116883,5.590163433013698,4.401224049088425
-0.02319991883116883,5.588837777288497,4.396897232840462
-0.02319366883116883,5.5908262608763,4.400558385050277
-0.02318741883116883,5.588506363357195,4.398561392935831
-0.02318116883116883,5.5908262608763,4.402555377164722
-0.02317491883116883,5.588837777288496,4.395565904764164
-0.02316866883116883,5.590494846944998,4.401224049088423
-0.02316241883116883,5.589169191219796,4.397895728897683
-0.02315616883116883,5.589832019082397,4.401889713126574
-0.02314991883116883,5.5908262608763,4.398894224954906
-0.02314366883116883,5.588506363357195,4.398228560916757
-0.02313741883116883,5.590494846944998,4.399559888993053
-0.02313116883116883,5.587843535494594,4.398561392935831
-0.02312491883116883,5.592151916601503,4.403221041202871
-0.02311866883116883,5.588174949425894,4.397562896878608
-0.02311241883116883,5.589832019082397,4.399559888993054
-0.02310616883116883,5.589169191219796,4.397895728897682
-0.02309991883116883,5.587843535494594,4.396564400821386
-0.02309366883116883,5.591489088738901,4.401889713126574
-0.02308741883116883,5.589500605151096,4.401556881107499
-0.02308116883116883,5.590163433013698,4.400225553031203
-0.02307491883116883,5.591157674807598,4.401889713126571
-0.02306866883116883,5.587512121563293,4.396231568802311
-0.02306241883116883,5.5908262608763,4.401889713126574
-0.02305616883116883,5.589169191219796,4.397895728897683
-0.02304991883116883,5.588506363357195,4.397895728897683
-0.02304366883116883,5.592151916601501,4.404219537260091
-0.02303741883116883,5.587512121563293,4.39689723284046
-0.02303116883116883,5.590163433013698,4.397562896878608
-0.02302491883116883,5.588506363357195,4.396231568802311
-0.02301866883116883,5.588506363357195,4.399559888993054
-0.02301241883116883,5.591489088738899,4.404219537260092
-0.02300616883116883,5.589832019082397,4.400558385050277
-0.02299991883116883,5.588837777288496,4.397562896878608
-0.02299366883116883,5.589832019082397,4.398561392935831
-0.02298741883116883,5.587843535494594,4.399559888993054
-0.02298116883116883,5.590826260876298,4.399892721012129
-0.02297491883116883,5.588506363357195,4.398561392935831
-0.02296866883116883,5.5908262608763,4.403553873221945
-0.02296241883116883,5.589500605151096,4.397230064859534
-0.02295616883116883,5.588506363357195,4.398561392935831
-0.02294991883116883,5.589169191219796,4.396231568802312
-0.02294366883116883,5.589169191219796,4.403221041202871
-0.02293741883116883,5.589832019082397,4.397895728897683
-0.02293116883116883,5.590494846944999,4.401224049088425
-0.02292491883116883,5.587512121563293,4.395565904764164
-0.02291866883116883,5.590494846944997,4.401889713126571
-0.02291241883116883,5.589500605151096,4.399892721012129
-0.02290616883116883,5.588174949425894,4.394900240726015
-0.02289991883116883,5.589832019082397,4.397562896878608
-0.02289366883116883,5.588174949425894,4.398228560916757
-0.02288741883116883,5.588837777288496,4.398561392935831
-0.02288116883116883,5.588837777288496,4.396231568802311
-0.02287491883116883,5.588506363357195,4.398561392935831
-0.02286866883116883,5.5911576748076,4.402222545145648
-0.02286241883116883,5.590163433013698,4.403553873221945
-0.02285616883116883,5.590494846944999,4.402888209183796
-0.02284991883116883,5.590494846944999,4.397230064859534
-0.02284366883116883,5.587180707631992,4.396231568802311
-0.02283741883116883,5.590494846944999,4.400891217069351
-0.02283116883116883,5.589500605151096,4.402555377164722
-0.02282491883116883,5.590163433013698,4.398228560916759
-0.02281866883116883,5.5908262608763,4.400891217069351
-0.02281241883116883,5.588174949425894,4.397895728897683
-0.02280616883116883,5.588837777288496,4.397562896878608
-0.02279991883116883,5.589169191219796,4.397562896878608
-0.02279366883116883,5.589832019082397,4.399892721012128
-0.02278741883116883,5.5908262608763,4.402222545145648
-0.02278116883116883,5.587512121563293,4.39689723284046
-0.02277491883116883,5.5911576748076,4.400558385050277
-0.02276866883116883,5.588837777288496,4.398894224954906
-0.02276241883116883,5.589832019082396,4.400558385050276
-0.02275616883116883,5.591489088738901,4.403221041202871
-0.02274991883116883,5.58651787976939,4.393236080630643
-0.02274366883116883,5.591820502670202,4.402555377164722
-0.02273741883116883,5.588837777288496,4.39922705697398
-0.02273116883116883,5.589832019082396,4.401556881107498
-0.02272491883116883,5.588837777288496,4.394234576687866
-0.02271866883116883,5.589832019082397,4.401224049088425
-0.02271241883116883,5.590163433013698,4.401556881107499
-0.02270616883116883,5.589169191219796,4.397562896878608
-0.02269991883116883,5.589832019082397,4.397230064859534
-0.02269366883116883,5.590163433013698,4.399559888993054
-0.02268741883116883,5.588837777288496,4.399892721012129
-0.02268116883116883,5.588837777288496,4.395898736783237
-0.02267491883116883,5.5908262608763,4.399892721012129
-0.02266866883116883,5.588506363357195,4.398228560916757
-0.02266241883116883,5.590163433013698,4.400225553031203
-0.02265616883116883,5.589169191219796,4.399559888993054
-0.02264991883116883,5.5908262608763,4.401556881107499
-0.02264366883116883,5.5911576748076,4.402888209183796
-0.02263741883116883,5.589832019082397,4.402888209183796
-0.02263116883116883,5.590494846944999,4.398894224954906
-0.02262491883116883,5.590163433013698,4.401556881107499
-0.02261866883116883,5.588506363357195,4.395565904764164
-0.02261241883116883,5.589500605151096,4.39922705697398
-0.02260616883116883,5.589169191219796,4.39922705697398
-0.02259991883116883,5.589500605151097,4.39822856091676
-0.02259366883116883,5.5908262608763,4.403221041202871
-0.02258741883116883,5.588174949425894,4.39689723284046
-0.02258116883116883,5.589832019082397,4.396564400821386
-0.02257491883116883,5.588837777288496,4.398228560916757
-0.02256866883116883,5.590163433013698,4.400891217069351
-0.02256241883116883,5.589832019082397,4.39922705697398
-0.02255616883116883,5.589169191219796,4.399892721012129
-0.02254991883116883,5.5908262608763,4.400891217069351
-0.02254366883116883,5.587512121563293,4.395898736783237
-0.02253741883116883,5.590494846944999,4.400891217069351
-0.02253116883116883,5.590494846944999,4.401224049088425
-0.02252491883116883,5.589169191219796,4.398894224954906
-0.02251866883116883,5.589832019082397,4.399559888993054
-0.02251241883116883,5.588506363357195,4.398228560916757
-0.02250616883116883,5.590826260876299,4.400558385050276
-0.02249991883116883,5.588837777288496,4.398561392935831
-0.02249366883116883,5.589832019082397,4.400225553031203
-0.02248741883116883,5.590163433013698,4.400558385050277
-0.02248116883116883,5.589832019082397,4.400225553031203
-0.02247491883116883,5.590494846944998,4.400225553031202
-0.02246866883116883,5.588837777288496,4.398894224954906
-0.02246241883116883,5.5908262608763,4.401224049088425
-0.02245616883116883,5.589500605151096,4.400225553031203
-0.02244991883116883,5.5908262608763,4.402555377164722
-0.02244366883116883,5.591157674807599,4.405218033317314
